Bills,Food,Entertainment,Transportation,Personal Spending,Savings,Healthcare,Income
31671.21,13802,10770.95,9613,6609.72,17380,30286,120133
33940,17721,7213.04,11006.6,11468,14966.96,20042,116357
70136.21,23653,14134,14056,16434,16616,54909.22,209938
59358.51,22422,13853.04,12262,14643,14823,22797,160159
59298,23775.07,11826.99,13702.06,17033,23629.07,33237.81,182502
51715,23370.8,14198.98,12310.7,11800.06,15324,36856.3,165576
56565.88,19019,14073.42,13268.73,11721,17329.91,16207,148186
24452,13614.71,8628,7469.73,7311.34,10766.23,16617.05,88859
34322.64,20632,9820.41,8517,5888,8618,21860,109657
51138.75,18346,8442.29,13908.43,12889.82,16345.99,30975.91,152047
4708.9,3628.35,1650,1612.19,1527,3104,4793,21023
11845,6118.18,1751,2937.38,1775.33,3563,3457.03,31447
49330.74,33427.07,21425,12465,15693,32410.53,66790,231541
52591,15701,7025,13520.87,10071.83,14569,22421,135899
10986.55,6773.8,2946,2064,3135.51,3106.34,4946,33959
27611.15,13309,5943.68,6216,4732.58,7106.5,11284.2,76203
34181,16279,11319,8819.52,11148.47,12348,35060.86,129156
62654.71,19642.79,14163.43,9824,16420.75,18187.68,29881,170775
5483,2254.32,1115.73,1651,1909.21,1418,5506,19337
21943.76,6210.11,3588.32,5584,3584,6730.09,8787,56427
19431,7861,6288,5709.61,4558,5386.13,22296,71529
23572,15147,8002.07,10218,9893,9801.92,35389.79,112023
25456,10297,7002,8182.42,7417,6593,29718,94665
31535.74,13556,10807.48,8071.78,11144,15605,25067.13,115787
62575,21379,12639,12736.87,11597.6,25165,26900,172993
15733,5631.6,3105,2345,2386.59,4202,9904,43307
52019,30389,12944,16068,8914,18330.14,29763.84,168427
79497,37957,23958.81,14499.56,16508.57,26211.7,45707,244340
39215.66,17890,9353.93,9570,12479.01,7961,40546.02,137016
3876,2226.53,913.61,1144,905,1706.17,4064.12,14835
7297.02,3616,2926.4,2656.32,2557.83,2229,8876.54,30159
64358.68,45403,19672.57,14058.56,21185,17362,63377,245418
38111.66,25253.73,13195,12633.56,13550,21370.81,64563,188677
49988.21,24196.74,6898.54,12834.68,7437.85,7043,23391.09,131790
35681.83,22966,8280,9491,11384.54,7372,20439.57,115616
48476.32,24644,12965,16036.31,16144,21851,39044,179160
18858,14665,8483,6121,8156.9,7216.97,25251,88752
15370.38,9559.34,3329.6,3724.38,5480.09,8143.93,19676,65284
22572,8584.59,5611,6462,4517.1,5559,13738,67043
36689.61,20901.38,16721.67,17122.26,15723,25102,44359,176619
33279,13860,6408.1,7298.21,8919,10134.22,27109,107007
29550,11418,6864,6527.29,8696,4941,24848,92844
13405,5839,3485.03,2313,3389,2549.6,6550.19,37532
47735.04,32846.8,16460,14918,14522,21641,27297,175421
36301.72,22912,9339,8471,10657,15714.5,29007,132402
41918,22885,10879.54,7716.38,6857.85,15698,22057.27,128012
63963,25813.21,16515,10657.67,11237.46,22119.27,36210.98,186517
43790.27,19012.28,12984,10230,12693,10378.76,37696,146785
21807,6642,4148,4943.14,5356,3742.97,19539.02,66178
20600.8,7853,4000.96,3589,4294,3279.23,15790,59407
50329,39667,16620,12601.29,18957.75,11296.42,61940.52,211412
18266.75,11859.87,4404,5067,5149,8365,7877.83,60990
65269,22375.46,17848.09,16844,18063.84,30997.44,45346.16,216744
42089,15679,13516,13712,13765,7519.34,33193,139473
43788,27226.55,20570,14693.86,11685.81,30358.13,58294.46,206617
57279.26,23801,21732,18766.06,21305.91,27494,55485,225863
25850.37,7173,3890,5445.31,5516.46,3636,16630,68141
40567.17,20658,15990,11507,14164.77,18337,43640.17,164865
21811.67,12554,4737.42,5904.51,6563,5718,9282,66570
49981.84,27304,13051,19877.44,18963,20293.72,86684,236156
67472,28267,11157,11715,16874,14286,29192.49,178964
2759,1227,628,1020.85,875,1513.14,2991,11015
14677.91,13903.52,6832,5541.37,5663.57,8653.59,16540.96,71813
8939.77,5111,2522.1,2827,3158,5537,9617,37712
30534.48,14576,10237,6740.84,6520.68,5697,36191,110497
59730,28402.97,14396,13440.4,12075,9395.94,12047,149487
31963,15781.47,8533.6,6145,9006,12116.62,39269.93,122816
50214.91,18606,9639,12183.83,7445,18946,21743.5,138778
28005.02,7237.36,6847,4739,4740.53,5263.5,15460,72292
9466,3956,2556,2397,2062.39,4130.17,9266.35,33833
41380,16491,10281,8342,12030.91,18665.57,38039,145230
46077.31,27012,16068.7,17078.39,17965.82,16671,62879,203752
11745.95,3460,2084.85,1943,2820,2995.6,5259.44,30309
4287.28,2270.77,939.59,1440,1024.48,2420,4588,16970
31826.56,14487,4337.77,7576.4,7992,12319,3935,82474
84303.75,22979.95,11806,18184.77,15819,31655.35,43027.34,227776
20917,7417.93,5138,3173,3343.74,8203.06,8348,56540
36896,19170,15270.02,8132.57,14666.82,16419,50901.51,161456
5761,5546.28,2774.23,1931,1437,3438,7130.02,28017
24244,13748,4982,5198,5509,8669.7,23528.64,85880
34681,11722,11002,6034.74,7641.73,12356,32132.66,115570
4791,2642.5,1065.49,1409.45,1556.97,2405.08,4831.14,18702
47624.3,24390.42,13405.81,12452.96,7414,12330,23839,141456
3019,1583.78,788.79,879.95,545,1259,2328.44,10404
50204,35204.37,11039,10045,12226.04,22678,40618.42,182015
62382,22877.88,16031,12377,17699.72,15818,41812.83,188998
56250,29674,8708.02,16676.79,11445,11744.24,35763,170261
7929,3040,1551.23,1714.62,1549,2922,4058,22763
32751.79,30283,10668.46,13906,14030.59,18346.29,39470.35,159456
73914,31188,17008.64,16924.42,18523.98,12725.53,30888.1,201172
22216.75,16796,6550.71,6958.95,10330.11,10845,34444,108142
54333.95,29898,14577,13108,12783.84,12631,13600,150932
57747.15,39064,18894.54,18327.61,18567.05,16291.94,76473.02,245365
25730.49,14448,8445,5253,4600.48,8604,23560.87,90642
19814.92,10136.79,5091,3834.77,4032,6356.24,11346,60612
7696.65,6350,2433.31,2602,3183.79,2686,8623,33574
6706.41,6053,2229.7,2213,2318,3789.09,10215,33524
66227.93,23320.03,12385.44,10946,19019,22111,56233.63,210244
5881.72,2865.35,1911,1209.28,1405.36,2562.15,5081.55,20916
3275.83,2870.33,773.25,1295.6,793,1432.47,4368,14809
43587.37,25277.78,10537,12942.82,15213.51,17692.94,48021.23,173273
44817,36679,16834.28,15172,11901.54,19639,49358.78,194402
38557,17060,13673,10200,14220.38,20589,40230,154528
52628,38406,10008,13320,11177.72,12373.8,59556,197469
48026.14,13652,13100,10517.78,12991,11357,21644.5,131288
11007,7295.72,3562,4165.48,2656.99,5583,14495,48765
43512.35,23839,11050.81,11138,12349,21139,52860.13,175888
17250,8975,5119,4273,3887,7375,8228,55106
16891,10073.52,5096,4204,4314.94,8069.8,15283,63932
59544,19682.63,8665,11393.55,13258,10683,34946.02,158172
17296,12074,4286,6145.09,3675.03,4101,19514.7,67091
9297,3284,2214,2828,2909.4,3829.9,7586,31949
43400,24060,16579,18347.37,16236.44,18054.85,74474.61,211152
10244.9,5849.08,3661.09,4048.08,4234.94,2592,17114,47744
61087,35184.53,15661,16971,14591,19132.11,23987.15,186615
42822,23174.06,8106,10892,11026,7375,14924.27,118319
38594,18491.81,9123,7451,5302,10140,13091,102193
15894.52,6567.36,4261,3917.46,4090,5969.61,5486.2,46187
30857.03,27098,11922,11300.13,14418,9983,42732.27,148311
31524.84,24473.58,8976,7364,12000.01,12834.76,37280,134454
9428,4702.81,1577,2125.18,2174.03,3205,1277,24489
49475.19,32766.28,12977.16,18900.77,15863,14085.1,55022,199089
15958,11571,5187,3802.29,5551.79,4189.02,25618,71877
43589.51,18583.01,12385.04,13657,10908.45,18275.39,66798.57,184197
16254.4,8338.94,5404,5652,3741,8007.92,12523.72,59922
31293,17054,6093.85,9681,7972.14,9480.54,22500,104074
69007,31445,16029.99,14074,16640,9275,16650.67,173121
17016.92,5370,3343,4433,3677,4145.6,9144.38,47131
43680,24943,11368,11450,14875,15065.44,62635.26,184016
26538,16123.83,10624,11989.7,12317.41,6613.34,41559,125765
20500.82,9688.97,8017.65,8137.43,4251,10306,23061.38,83963
39777,20088,8417.75,6677,9588.22,14879,17458,116884
34745,20019.58,12549,9076,10367,16034,33127,135917
10771,4946,2660,1912.61,2402.89,3285.89,8307,34285
12030.69,6795.69,3302.32,4204.4,4485.86,5712.12,11094.92,47626
44230.06,20445,15080.56,18300,17277,10033,58515,183880
76987.95,38053,13923,12816.75,16244.19,15759.48,55751,229536
46068,38291.1,15389.51,14836.24,9833,19215.83,51309,194943
7667.32,4635,2451.63,1665,2107.74,2410.2,8260,29198
50646.58,21153,12166.47,10021.62,14986.92,13089,38767,160830
8669.59,3769.24,2072,1785,1640.03,3663.57,3655,25254
16100.58,7826.5,3531.83,5388,3450,5369.78,12572,54238
2721,1830.19,608.33,1057.9,592,1187.02,3256,11252
19236.1,6498.47,2609,4169,4446,7254.94,5549.98,49764
19717.04,16856,5143.83,6897.82,6948.09,7627,24519,87709
58407.68,31813,13681,14502.6,17745,16752,25611.48,178513
75112,29731.29,19814,13448,12925.45,24144.32,58130,233306
19400,7566.37,3512,4556,4258,7361,17028,63682
22147.54,9798,5183,6506.77,4521.97,4581,16755.5,69494
28641.17,12770,9031,6883,7087.42,11071,15834,91317
27528,12478.43,6528.65,7282.63,7370,11049,2979,75215
27232,11595.33,6443,7593.89,6212,6094.64,23416.98,88587
79634.64,43818.46,19291,15142.29,12779.44,27538.65,48052,246257
4702,3230,1096,1486,1033.1,1692.06,3709.8,16949
94108.08,32279,24037,18055,20780,19137,40500,248897
21783.15,10772.32,4075,4560.69,5504,9101,9596.48,65393
81243.19,32240.56,17661.12,12980.29,15209.83,29240.89,26049,214625
51540.46,19480,13049.86,7565,11297.28,11105.93,33975,148013
11472.72,4830,2302.55,1929.1,3488.16,3572,8339.54,35934
48737,31177.02,9770.22,10946.23,11480.17,17864,34483.24,164458
52441.5,31361,12962.26,15739,11311.99,29283,49859.48,202958
25881,14352.12,6811.94,6757.91,4568.84,6423,20951,85745
85646,31091.86,21608.8,18528.57,21453,29913,16082,224323
39354.76,20045.07,7895,8508.25,7410,9594.19,11649.31,104456
22975,10615.01,3937,4872,4445,9124,7444.77,63413
74730,34738.63,17105.18,13322.14,18675.73,22517,16783,197872
33159,19750.27,6274,7056.6,10127,11372,19500,107239
10928,9398.59,3653,3018,4872.17,3652,16796,52318
74765,33884,21026,13365,11221,11241,45743.61,211245
30944.48,8872,6202.04,5282,5110,9211,14768,80390
47620,21004.4,10206.41,18159,19081.78,15520.94,61808,193401
18750.24,7718.02,4327.43,4087,2793.24,6597.8,8814.63,53088
30872.15,17886.91,6752.21,10199,9923.31,13537,24025.96,113196
44308,23123,10674.76,17198,10572.95,25015,49992.07,180883
18952.51,10279.57,5257,4471,3524,7565,15430.52,65479
90287.58,31713.58,13170,20518.79,13879.19,23239.18,33655.43,226464
57641.16,43897.26,16194.09,21292.02,12674.64,18706.51,58035,228441
11691,3616.87,2565,2610,2244.41,4187.83,3048,29963
23313.79,7257.73,3646.51,6260.09,3521.23,7739,13384,65123
37334,23688,10125.66,9719,9561.26,12654.76,32828.61,135911
39386.83,15494,10511,7799,7590.68,16850.45,14835,112468
73060.06,36460.21,13631.72,14975,17783,18168.71,59698.45,233777
26052.43,11041,7609.97,7450.28,7895.17,8873.03,14555.22,83477
5645,3939.46,2433,1436.15,1886,1511.39,7537.44,24388
3713.13,1968,1428.35,1276,1094.41,2291,3797.87,15569
24351,12402,5545,7976,7889.82,11670,10002,79836
39243.68,16301.24,6106,10367.12,11187,9882,21487,114573
48417,34390,13907.38,10023.22,13315.3,20495,37109,177658
43151,21369.8,14958.41,14670.95,9439.85,19608,29889.14,153087
15335,8468.37,2990,4781.87,3855,5392,14179.36,55002
49848,15693,14461,9937.07,13494,12057.62,31835.62,147326
42249.47,21137,12202.83,9429.39,12162.03,12324.48,48711,158216
45278.01,20051.46,15577.15,16372,8429.71,17297,42281.14,165286
65410.85,43560.25,12537.96,17663.77,16719,20680.82,70152.92,246726
87571,36113,16087,11962.97,18516,14146,37395,221791
62922,35624.9,16729,21146.2,19431.39,16276,40716.27,212846
54071,24196,10283,10474,14172,10563,23404,147162
52433.44,15768,10487.45,12460.21,11623.07,12512,37424.7,152709
39776.13,18260,12253.25,14668,13510.71,11969.68,53049.53,163487
10602.02,3477.79,1880,2296,1777.69,3067.91,10970,34071
15883,7346.95,5678,6524.24,4983.76,3692,24135,68243
51580.05,19971.05,11517,10733,11500.89,18055.86,12469,135827
35294.86,18594,6894,11197,7277.7,8153,30805,118215
63831,35932.61,12454,14685,17410.16,23534,14465.11,182312
62403.02,37608.8,16739.98,12247.82,15600,13368,66911,224879
38058.84,15148,9771.47,9040,8143.46,7740.38,23668,111570
65825,23815.51,14376.78,10744,13598.14,22455,23690,174506
20545.93,14467,5142,7938.18,7240.41,9630.5,14759,79724
46488.04,24197,11212,9128,7555.6,8876,17902,125359
25519.47,14275.14,5876.08,8332,7308,10748.13,13639,85697
11390.37,5016.68,3368,3482,2329.42,3118.58,10026,38732
45702,22801.36,7049.8,12458.27,9490.03,15246.22,18718,131465
42622.14,24897.93,14174,15114.34,11458.05,14564.41,29555,152386
47046,18598.77,10696.72,12951.74,13670,15881,46181.57,165026
21997,9912,6668,5762.81,5561.49,7183.57,10023,67108
58104.99,43953,16997.27,21009.57,16827,27791.15,43432.87,228116
54601,42539.44,14326,18668.23,13321.05,20684,64437,228577
38843,19877.57,7706.6,8491.94,6286,15377,24613.03,121195
33515,14609.69,9031,9709.75,8183,15532.74,22499.3,113081
15408,7126.14,3207.14,4643,3038.52,3629,9617.03,46668
10562.09,3836,2131.41,2669,2561,4246.24,7054,33061
18064,13398.61,7575,4787.62,8651.69,8557,28218.13,89252
10295.9,8921,3970,3766,2572.88,5737,14487,49749
52206.35,17864.44,12337.38,11066.06,7368,12725,26991.99,140560
40154,22353,7733.34,6765,8830.37,13817.94,15026.63,114680
44762,25560.58,13155,15504,9108.66,23472,26417,157979
54311.49,30314,11576.39,13243,13944,15248.64,21211.81,159849
57772,36604.41,22758,17716.47,13036,26424.07,59989.66,234301
23206,9561,3968,5974.1,5220,4450,9366,61745
27913.26,20135,6085,10046.79,11612,7989,34683,118464
34859,14077,9735.39,6506,6139,8803,21746,101865
28939,14319,11402.94,9170.77,7627,14553.39,36415.96,122428
65199.03,35757,14924,14469.92,11605.71,11871.16,69062.92,222890
7657.93,3749.95,2185,3354.58,2230.11,4830,9616,33624
6959,3489.98,3177.56,3121,2429.77,2210,11933,33321
54481.98,20939.7,9759.98,9741.6,10220,15058,31359.38,151560
11327.78,5659,2325.18,1831,2492.2,2871.3,6067.26,32574
47573.91,18245,9098.08,14316.46,10693.75,7746.14,38638,146312
59695.71,19125,11893.04,13027,14285.14,14670.89,51596.42,184293
34653,17199,9520,14954.25,10457.84,16155.15,48611.08,151550
44705.01,20153.59,19039.51,18895,10331.74,13240.72,70351.42,196717
63504.62,30759,13761.72,11431.6,9541,11567.93,19768,160334
35741.09,13326,9036,12364.72,8329.64,10601,39433,128831
60764.57,25310,11834,16631,14751.31,19786,44791,193868
55010,25481.3,14297.67,14259.63,8917,17829.35,9709,145504
33857,17616,6797.89,7670,7432.82,7743.64,24140,105257
14971.88,12280,6165.05,6138.39,4322,5614,24800,74291
86850.34,30544,14417.73,11346.32,12660,23383.01,40974,220176
80022.57,36026.32,13450,19050.68,10537,24557.83,16827,200471
54089,19752.98,10728.32,11205.04,13312,10413,18100.3,137600
68561.5,36256,15617,21011.63,15043.86,13799.36,50497,220786
19487,11790.16,5492.23,5646.91,4658,4999,8355,60428
51094,35922,13367,19033,16352.37,30861,62174.27,228803
41551,19495.79,13636,8832,9307,20684,27869,141374
76835.75,26996.2,12960,18470.86,14430.61,32961.95,40975,223630
39838,19014.52,10193,7142,7995.56,19047.55,37896,141127
41386,13975,8452.72,6407.18,8690.37,15503,26903,121317
36827.76,21247,13492,11524,9737,11492,45469.76,149789
32462.77,20095.02,7113.48,12313,12946.05,16302,36216.2,137449
15401.78,6489,3678,3434.28,2979.25,2510,4206.73,38699
26952.95,10574,5150.72,5854.59,6666,8747.85,19740,83686
30315.33,13191,6280.66,6115.05,4580,7243,9935,77661
17449,7235,4955,3503,3159.27,6544,11402,54247
62557.6,21694.9,9232,14621.49,10396,17331.82,21986.51,157820
30368,20131.37,7566.13,9401,9718.56,13335,24593,115113
3937,2291,1413,930,1274,852,3925,14621
49528.81,25492,14078,15449,14013.05,18850,18694.86,156106
36655.12,24313.07,12235,9600.27,12437.94,12981,37975.55,146198
52530.16,27213.21,13493.62,9597.7,11005,16814,15539.83,146194
7218,5557.9,1925.03,2500,2028,3823.56,4978,28030
24178,17540.14,8193.74,6358,5417.58,4749,26401.58,92838
19198.29,13427,7888.34,7135.03,8952.96,8846,29269,94717
40656.13,26728.63,17212.66,19145.59,13552.91,26992,52441.67,196730
13445.79,4986.14,4288.75,4657,3010,4518,13731.18,48638
20866.6,12627.99,6126,4380.39,7109,7515.49,18441.41,77067
84212.31,24999.46,16562,16123.37,23122.2,25475.75,57053,247548
35164,19279,10565.53,12523.37,11297.87,11590,27612.57,128033
24678.93,17828,10704,8157,10340,15499,28770.22,115977
25908.36,10588.01,7414.72,9263.65,6559,6211.76,32923,98869
34605.56,19795.1,6659,11060,9466.17,8880.31,24720,115186
16750.63,7064,3405.37,4057.4,3907,4022,5467,44674
52532.45,34084,11977.64,15256,11508.92,8866.89,42700,176926
21967.83,7375.46,4447.23,5496.56,4644,6601.23,5738.97,56271
31894,12928.26,8052.85,6579.36,4476,8811.25,10946,83688
44572.52,25977,10081,9314,11858,13911,63876,179590
26588,19787.42,10945.87,11112.2,9552.33,6265.63,36824.38,121076
60092,20705.72,11552.65,13986,11558,12477,20967.11,151339
65065.46,23248.92,17522.22,13835,21661,14014.35,76550.16,231897
4417.75,1917,1080.31,644,675.54,724,1603.51,11062
14787,9703,3315,4432,4341,8176,15695,60448
29159.06,20960.11,8990.75,6807.61,5578,5744.75,28222.02,105462
43342.94,27820.28,10814,10413,11623,11153.83,32134,147301
49702,22760.64,13354,15806.88,11298.11,22716.63,62227,197865
16400,10360.24,3308.81,5248,5387,7039,10171.61,57915
3440,1834,1383.86,1420,1148.34,1465,3940.19,14632
40440.81,21033,9278.64,10019,8724,12815,12281,114592
43768,26229,10830,14153,12677.78,9709.27,27300,144668
44055.04,20713.93,8201.03,9902.33,9444.04,7499,19963.84,119779
37997,17760.5,10862,11148,8895.37,16323,44254,147240
38944,15635,11377.61,8593.82,7475,10726,25347.22,118099
6333,2593.07,1580.06,1321.94,1209.36,2102,2422.4,17561
77065,30709.02,21433.41,12863,11742,12364,48689.27,214866
25300.38,16080,6862.34,5316,5726,13570.21,19296.53,92152
47380.33,17867,12070.68,11342,10652,11731.94,23991.81,135036
37874.65,26322.98,9386,9140.82,11418,9098,30809,134049
12368.31,3949.82,2661.39,2011,2938,2869.13,9937,36734
43905,22661,13512,9895,8655,15508,33307.27,147443
11042,5437,3082.3,2542.83,1983.38,4648,7333.97,36069
84317,28321.52,20980.43,19595.21,20675,15778.63,31309,220977
4906,3154,1238.39,2026.35,1307,3172,7105.44,22910
31596,9333,7131.96,5627,4597,7402,17792.49,83479
68150,23416,13879.12,17141.5,19771,23213,53236,218807
32183,14363,8015.76,5810,5857,10535,14499.88,91264
10775.03,5272,2672.86,2694,3073.04,2229.7,6558,33275
17772,14979.53,6462.66,4245,7828,4436.19,26551,82274
79871,42047.36,16336.46,21111.68,16776.42,26440.57,19938,222521
32734.84,15232,7581.09,6616,8016.92,12458,28136,110776
73194,32186,19733.97,16357,17942.05,27700,13963.24,201076
61108,34651.42,16162,14779,12482,16521.56,48349.18,204053
67993.95,34472,11737.2,20607.61,16870.27,19111,54939,225731
52074.54,22955.85,11827.43,15838,12188,26943,53798.71,195625
14175.48,9129,4494,4650,3937.97,2957,19103.86,58447
38516,34732,13274.87,14307,14670,15144.05,44956.9,175601
30247,21853.16,12282,10985,8045.77,14271.84,38709,136394
29440.99,16117,7032.11,5914.98,5076.31,10798.89,11323,85703
19988.09,16618,6691,6417.72,6176,9182.37,21017.42,86090
10491.99,2754.81,2150.64,2674,1687,2056,5445.9,27260
44650,18875,7994,8809,6532.14,17712,18009,122581
2885.38,2702,983.52,891,1057.88,1797.24,3495.33,13812
43486.02,21193.75,13655.98,12309.25,8782.95,9044,60624,169096
49970.86,23110,12763.15,10004,11185,24982.58,67712.3,199728
39448,23367,8743.24,6693.29,8669.01,8923,30305,126148
37452.01,24248.29,16262,9640,10875.05,13540.53,56339,168357
63818.54,28669.19,12864,20186,13783.57,13301.74,80885,233508
34299.68,22430,9771,9060,12408,11260.69,27190.79,126421
2778.32,1949.93,708.75,580.98,1122.07,935.38,3529.58,11605
55000,23719.81,14906.95,13625,10888,29409,64680.55,212230
26636.55,15458,5966.78,4618.62,5668,5239.14,18715.52,82303
42483.03,20867,10047,15486,9843.13,17862,51623,168211
74324,23850,11086.5,12750.21,12199.61,26735.08,57275,218221
49480.64,33498.35,14707,18591,12157.15,18751.84,50024,197210
23813,12765,7906.86,6455.43,7116,9962.73,18107,86125
57127,24590,10634,8371.23,10552.22,10571.36,33143.23,154990
67419,33124.36,16249.62,16958.92,22526,18100.83,52349.08,226727
61181,19013.13,11526.96,12447,12069.93,20655,31625.58,168518
46047,25997.93,11066,9473.2,10504.71,13986,16964.81,134040
54570.46,28757.89,14985.95,12826,11420.26,13135.19,18422,154118
39078.24,20668,8440,14266.97,13419.7,19814,50203.35,165890
79453,28576,18640,17546,17675.86,23456,56619.49,241966
3775,1632.62,770.06,748,832.08,759,5806,14324
23169.6,9649,4711.05,5764,4921.89,6627,31479.83,86323
6579.41,2547.64,1512.75,992.49,1428.78,1240,4810,19111
51934,30231.12,13792,13424,9538.79,11544.65,48718,179182
6022.72,3660.84,1909,2619,1783.18,3020,7373.35,26389
45129,14147.31,11612,10223,8452,18010,24603.62,132177
17219,9379.65,3804.41,3809.28,3390.72,6587,7236.55,51427
79259,34039,21366.81,13196.48,21956.43,17606,33226.83,220651
66613,22512,16841.9,10235.13,9363.89,13799,30453.55,169818
46430.76,21477.79,12450,9972.62,8844.54,19882.91,13824.43,132883
46004,23114,15801,20711,18168,25984.76,79174,228958
78543,37925.56,18377.85,13517,13678.56,34806.45,51364.57,248213
32155,19672.58,11999,7398,9421,16873,43669,141189
33548,22189.71,11158.49,9553,10138.17,16216,33004.55,135808
36436,19805,6539.49,7375.75,8160.54,10616,33288.12,122221
82518,34756.1,17229,19222.79,20971,32538,18308,225543
8817.13,2447,1870,1307,1252.86,2203,5338,23234
84884,39560.4,22874,14246.6,23656,35447,24267.05,244936
17293.29,11519,5753.96,5864,3708.81,7650,11652,63441
3541,1483.91,940.63,811,552,1202.37,2315,10846
8077.29,2515.6,1324.07,1782,2044.83,2535,2675.3,20954
25918.36,9733.97,4680.98,8286.91,5377.01,9595,25647.18,89239
11996,10201,3622.57,4868.17,3238.89,4166.67,18421,56514
21542.37,18241,5785,9145,7554,13539,22429,98236
29714.66,17104.23,10061.87,6534,7992,15715,20458,107579
44546,17450,8286,7818,7508,20332.87,41601.24,147541
51887,19818,11969.13,16626.83,11486,11174.22,48216,171177
15321.07,7476.44,3373,4620.9,4899.22,3965.55,12444,52101
27530,12201.93,4370.31,4306,5248,4275,16391,74323
33214,18223,8647,6080.27,5363,14304,16091,101922
51951.16,25909,14772,13986,13653,22442,56427,199139
56844.73,37166,11338.31,18241,11984,11478.75,43394,190448
49999,28555,15557,12603.43,18614.41,19856.32,41474,186659
42646,35094.43,10038,10461.01,10391,19336.12,50080.59,178048
81322,38793,14003,14265.09,20529.61,32154.53,44592.43,245659
45423.95,24968,8715.91,10409,11429,14463.11,22125.33,137534
27050,11298.47,3990.18,7448,5550.17,5458,16789,77584
42585,11541.56,6016.37,9221,9313,15785.38,20074,114537
20508,13245,4823,8590,7247,11982,22083.67,88477
17596.04,7331.39,3878.56,2896.96,2647,2916,15267,52533
4545.6,1323.64,688,788.66,1133,1509,1841,11828
4585,1660,973.23,1128.47,946.2,1329,1295,11917
6860.76,3426,2962.08,1984,1901,1639.97,11843.91,30618
15650.3,7499.48,2669.89,2798,2768.22,4850,6018.45,42254
24402,19312.04,10184.73,9858,10013,6971,34552,115292
22843,6509,5636.25,4592,5200.59,6597.6,5983.41,57362
7660.48,3670,1581.16,2247.21,2212.35,1740.63,11016,30128
36568.14,19426.03,7739,11251.92,11716.02,9111.99,37967.83,133781
40266,26477,10923,13971,16014.19,17390.11,75414,200455
24097,11408.04,3793.69,5874.52,7300.66,6305,16766,75545
28331,9439.85,5777.94,6041,9158.49,7334,26098,92180
37844.72,17975.24,7732,8205.88,7958.29,11424,6817.56,97958
46861,18141.2,13541.64,10255,14766,22546,24827,150937
42426,15855,13178.99,12503.15,7586.37,10165.27,41577,143291
17093,8652.36,4468,3378,4401.08,7363.83,4453,49809
49336.23,18811.17,8711,8129.5,9498,18182.4,14079,126748
6056.72,2121.56,1410.3,1519.85,1516.34,1427,1235,15287
66606.62,31768,11601.97,13210,15357,12162.82,24752,175459
5047.08,3440,1688.93,998,1464.86,2110,3762,18512
45170.65,25464.12,12327,8813,10223.99,9237.35,31178.19,142414
74890.83,30546.61,16548.87,15718,17457.24,16722.42,32264,204148
26281,12502.97,11170,10110,8452,14887,35468.58,118872
50966.52,18295,8547,11483,13543.39,17115,40339,160288
21839,14447.03,10246.99,8241.68,7800.22,6982,33512,103070
26383.9,14653.28,6423,5109.78,8844.54,5652,22701.24,89767
25756.49,14719.57,6548.21,8192.03,8994.5,14013,29605.21,107829
52985.27,23203.16,9168.95,11736.9,10140,19790,40662.26,167686
59938,22413.76,9455.31,8994,16678,15137,44714,177330
62694,25000.73,14107,16990,22971.75,28720.08,64378,234861
16247,10380.04,3711,3062,3832.77,3828.8,11016,52078
41233,14176,6168.91,8986,9835.62,8656.08,27231.64,116288
26261.66,17029.15,7375,5717,4863.77,9852,22425.59,93524
77467.92,36871,21529,18200,16072,17651.1,49853.8,237645
5886,2464.68,1574,1960.03,1549.75,2555.58,6228.48,22219
3555.89,1932,630,555.37,672,1185.06,1705,10235
12735,5880.05,4633.49,4505.08,4793,4465,15917.15,52929
34499,14544.77,9182.58,10023.69,11582,15735.23,41742,137309
24916.4,8052,4312,6789.89,6643.87,5060.94,21669,77444
36488,25936,11358.6,7568.15,11350,8970.44,47967.39,149639
29345.21,21489.2,8592,9484,6058.47,6043,30821.75,111834
45063.04,39290,16567,17469.2,13848,18473.59,61153,211864
41824,21245,12089.1,12504,18214,24919.8,75717.97,206513
32650.97,12641.33,8485.98,5501.64,7278,9531.84,18465,94555
19810.1,14009,8016.33,5540.51,7953,8415,19954,83698
29027,26221.13,11449,13102.91,8934.86,16053,29663,134450
37653,16646.64,12884,14133.54,11724,16619.23,36826.57,146487
60355.82,35351.6,14701.84,15898,9106,23225,18592.49,177231
12977.65,8228.72,2872,3773,4493,7914.37,13667.11,53925
58266.82,17026,12287.09,9095,11027.89,19120.48,20200.11,147023
33942,17997,7110,7764.15,8983.51,12792,8799.93,97388
5058.23,3482.21,1076,1660.06,1637,2676,2417.04,18007
70909,30466.27,9576.3,10387,10890,13625.57,37051,182904
17071,13068,5919.04,5969.64,6053,6905,13610,68596
42654,20892,6758,8377,9846.06,14255,28319.25,131101
50799,21758.81,11848,11623,9098.23,16587.16,49881.82,171595
35231.16,12644.52,5656.34,6580.67,7830,11898,19021,98861
33854.5,16159,6176,6073.55,7082,11927.75,15467.02,96740
7585.58,2966,2344.87,2293.09,1471.12,2204.83,6659,25524
56045.85,24338,13290,12120.06,8246.92,9076.14,37236,160354
60918,19905.99,14114.5,14287.16,9711,15406,30660,165002
29246,14534,11331,9372.16,11099,9367.17,56201,141149
